"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50054","TC_01.02!00_104_UnAuth | Markets > Menu item [Shares] > Click button [Try Demo] in the block ""Discover trading excellence with Capital.com""","chromium","Wed Feb 12 15:35:22 GMT 2025","failed","Wed Feb 12 15:36:12 GMT 2025","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnAuth Role","US_01.02.00_Markets_shares.spec.ts","",""
"","11258","TC_01.02!00_102_UnReg | Markets > Menu item [Shares] > Click button [Try Demo]  in the block ""Shares trading""","chromium","Wed Feb 12 15:33:53 GMT 2025","passed","Wed Feb 12 15:34:04 GMT 2025","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnReg Role","US_01.02.00_Markets_shares.spec.ts","",""
"","35532","TC_01.02!01_106_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Sell]","chromium","Wed Feb 12 15:40:04 GMT 2025","passed","Wed Feb 12 15:40:40 GMT 2025","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","US_01.02.01_Markets_shares_instruments.spec.ts","",""
"","33194","TC_01.02!00_102_UnAuth | Markets > Menu item [Shares] > Click button [Try Demo]  in the block ""Shares trading""","chromium","Wed Feb 12 15:34:39 GMT 2025","failed","Wed Feb 12 15:35:12 GMT 2025","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnAuth Role","US_01.02.00_Markets_shares.spec.ts","",""
"","13974","TC_01.04!00_104_UnReg | Markets > Menu item [Indices] > Click button [Try Demo] in the block ""Discover trading excellence with Capital.com""","chromium","Wed Feb 12 15:47:39 GMT 2025","passed","Wed Feb 12 15:47:53 GMT 2025","US_01.04!00 | Markets > Menu item [Indices], FCA license, EN language > TC_01.04!00_104 | Markets > Menu item [Indices] > Click button [Try Demo] in the block ""Discover trading excellence with Capital.com""","US_01.04!00_Markets_indices.spec.ts","",""
"","25283","TC_01.03!00_104_UnReg | Markets > Menu item [Forex] > Click random trading instruments on the Widget “Trading instrument”","chromium","Wed Feb 12 15:41:16 GMT 2025","passed","Wed Feb 12 15:41:41 GMT 2025","US_01.03!00 | Markets > Menu item [Forex], FCA license, EN language > TC_01.03!00_104 | Markets > Menu item [Forex] > Click random trading instruments on the Widget “Trading instrument”","US_01.03!00_Markets_forex.spec.ts","",""
"","29857","TC_01.01!00_104_UnAuth | Markets > Menu section [Markets] > Click button [Try Demo] in the block ""Why choose Capital.com for your trading?""","chromium","Wed Feb 12 15:32:00 GMT 2025","failed","Wed Feb 12 15:32:30 GMT 2025","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_104 | Markets > Menu section [Markets] > Click button [Try Demo] in the block ""Why choose Capital.com for your trading?""","US_01.01.00_Markets.spec.ts","",""
"","40480","TC_01.02!00_103_UnAuth | Markets > Menu item [Shares] > Click button [Create account ] in the block ""Discover trading excellence with Capital.com""","chromium","Wed Feb 12 15:34:34 GMT 2025","passed","Wed Feb 12 15:35:14 GMT 2025","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnAuth Role","US_01.02.00_Markets_shares.spec.ts","",""
"","0","TC_01.03!00_102_Auth | Markets > Menu item [Forex] > Click button [Try Demo] in the block ""Forex trading""","chromium","Wed Feb 12 15:41:05 GMT 2025","skipped","Wed Feb 12 15:41:05 GMT 2025","US_01.03!00 | Markets > Menu item [Forex], FCA license, EN language > TC_01.03!00_102 | Markets > Menu item [Forex] > Click button [Try Demo] in the block ""Forex trading""","US_01.03!00_Markets_forex.spec.ts","",""
"","32776","TC_01.01!00_103_UnAuth | Markets > Menu section [Markets] > Click button [Create account] in the block ""Why choose Capital.com for your trading?""","chromium","Wed Feb 12 15:30:50 GMT 2025","passed","Wed Feb 12 15:31:23 GMT 2025","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_103 | Markets > Menu section [Markets] > Click button [Create account] in the block ""Why choose Capital.com for your trading?""","US_01.01.00_Markets.spec.ts","",""
"","29711","TC_01.03!00_101_Auth | Markets > Menu item [Forex] > Click button [Create account] in the block ""Forex trading""","chromium","Wed Feb 12 15:40:46 GMT 2025","passed","Wed Feb 12 15:41:16 GMT 2025","US_01.03!00 | Markets > Menu item [Forex], FCA license, EN language > TC_01.03!00_101 | Markets > Menu item [Forex] > Click button [Create account] in the block ""Forex trading""","US_01.03!00_Markets_forex.spec.ts","",""
"","9816","TC_01.03!00_199 | Markets > Menu item [Shares] > Collecting links from widget “Trading instrument”","chromium","Wed Feb 12 15:41:41 GMT 2025","passed","Wed Feb 12 15:41:51 GMT 2025","US_01.03!00 | Markets > Menu item [Forex], FCA license, EN language > TC_01.03!00_199_All Roles","US_01.03!00_Markets_forex.spec.ts","",""
"","27469","TC_01.04!00_105_UnReg | Markets > Menu item [Indices] > Click random trading instruments on the Widget “Trading instrument”","chromium","Wed Feb 12 15:48:03 GMT 2025","passed","Wed Feb 12 15:48:31 GMT 2025","US_01.04!00 | Markets > Menu item [Indices], FCA license, EN language > TC_01.04!00_105 | Markets > Menu item [Indices] > Click random trading instruments on the Widget “Trading instrument”","US_01.04!00_Markets_indices.spec.ts","",""
"","36667","TC_01.02!00_103_Auth | Markets > Menu item [Shares] > Click button [Create account ] in the block ""Discover trading excellence with Capital.com""","chromium","Wed Feb 12 15:35:48 GMT 2025","passed","Wed Feb 12 15:36:25 GMT 2025","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_Auth Role","US_01.02.00_Markets_shares.spec.ts","",""
"","13914","TC_01.04!00_101_UnReg | Markets > Menu item [Indices] > Click button [Create account] in the block ""Indices trading""","chromium","Wed Feb 12 15:45:32 GMT 2025","passed","Wed Feb 12 15:45:46 GMT 2025","US_01.04!00 | Markets > Menu item [Indices], FCA license, EN language > TC_01.04!00_101 | Markets > Menu item [Indices] > Click button [Create account] in the block ""Indices trading""","US_01.04!00_Markets_indices.spec.ts","",""
"","43643","TC_01.03!01_102_Auth | Markets > Menu item [Forex] > Page of ""Forex"" trading instrument > Hover over tooltip ""Long position overnight fee"" --> Click button [Go to platform]","chromium","Wed Feb 12 15:42:54 GMT 2025","failed","Wed Feb 12 15:43:37 GMT 2025","US_01.03!01 | Menu [Markets] > Menu item [Forex] > Page of ""Shares"" trading instrument , FCA license, EN language > TC_01.03!01_102 | Markets > Menu item [Forex] > Page of ""Forex"" trading instrument > Hover over tooltip ""Long position overnight fee"" --> Click button [Go to platform]","US_01.03!01_Markets_forex_instruments.spec.ts","",""
"","34539","TC_01.03!01_101_UnAuth | Markets > Menu item [Forex] > Page of ""Forex"" trading instrument > Click button [Add to favourite]","chromium","Wed Feb 12 15:41:46 GMT 2025","passed","Wed Feb 12 15:42:21 GMT 2025","US_01.03!01 | Menu [Markets] > Menu item [Forex] > Page of ""Shares"" trading instrument , FCA license, EN language > TC_01.03!01_101 | Markets > Menu item [Forex] > Page of ""Forex"" trading instrument > Click button [Add to favourite]","US_01.03!01_Markets_forex_instruments.spec.ts","",""
"","12530","TC_01.02!00_101_UnReg | Markets > Menu item [Shares] > Click button [Sign up] in the block ""Shares trading""","chromium","Wed Feb 12 15:33:40 GMT 2025","passed","Wed Feb 12 15:33:53 GMT 2025","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnReg Role","US_01.02.00_Markets_shares.spec.ts","",""
"","36123","TC_01.01!00_101_UnAuth | Markets > Menu section [Markets] > Click button [Create account] in the block ""Access thousands of global markets""","chromium","Wed Feb 12 15:30:00 GMT 2025","passed","Wed Feb 12 15:30:36 GMT 2025","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_101 | Markets > Menu section [Markets] > Click button [Create account] in the block ""Access thousands of global markets""","US_01.01.00_Markets.spec.ts","",""
"","27128","TC_01.01!00_104_Auth | Markets > Menu section [Markets] > Click button [Try Demo] in the block ""Why choose Capital.com for your trading?""","chromium","Wed Feb 12 15:31:44 GMT 2025","passed","Wed Feb 12 15:32:11 GMT 2025","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_104 | Markets > Menu section [Markets] > Click button [Try Demo] in the block ""Why choose Capital.com for your trading?""","US_01.01.00_Markets.spec.ts","",""
"","10409","TC_01.03!00_101_UnReg | Markets > Menu item [Forex] > Click button [Create account] in the block ""Forex trading""","chromium","Wed Feb 12 15:40:35 GMT 2025","passed","Wed Feb 12 15:40:46 GMT 2025","US_01.03!00 | Markets > Menu item [Forex], FCA license, EN language > TC_01.03!00_101 | Markets > Menu item [Forex] > Click button [Create account] in the block ""Forex trading""","US_01.03!00_Markets_forex.spec.ts","",""
