"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18968","TC_01.03!00_103_UnAuth | Markets > Menu item [Forex] > Click button [Create account] in the block ""Discover trading excellence with Capital.com""","chromium","Fri Nov 15 13:18:06 GMT 2024","passed","Fri Nov 15 13:18:25 GMT 2024","US_01.03!00 | Markets > Menu item [Forex], FCA license, EN language > TC_01.03!00_103 | Markets > Menu item [Forex] > Click button [Create account] in the block ""Discover trading excellence with Capital.com""","US_01.03!00_Markets_forex.spec.ts","",""
"","7033","TC_01.03!00_102_UnReg | Markets > Menu item [Forex] > Click button [Try Demo] in the block ""Forex trading""","chromium","Fri Nov 15 13:16:40 GMT 2024","failed","Fri Nov 15 13:16:47 GMT 2024","US_01.03!00 | Markets > Menu item [Forex], FCA license, EN language > TC_01.03!00_102 | Markets > Menu item [Forex] > Click button [Try Demo] in the block ""Forex trading""","US_01.03!00_Markets_forex.spec.ts","",""
"","24916","TC_01.02!01_103_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Hover over tooltip ""Short position overnight fee"" --> Click button [Go to platform]","chromium","Fri Nov 15 13:14:03 GMT 2024","passed","Fri Nov 15 13:14:28 GMT 2024","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","US_01.02.01_Markets_shares_instruments.spec.ts","",""
"","6906","TC_01.02!00_199 | Markets > Menu item [Shares] > Collecting links from widget “Trading instrument”","chromium","Fri Nov 15 13:09:29 GMT 2024","passed","Fri Nov 15 13:09:35 GMT 2024","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > TC_01.02!00_199_All Roles","US_01.02.00_Markets_shares.spec.ts","",""
"","6484","TC_01.01!00_102_UnReg | Markets > Menu section [Markets] > Click button [Try demo account] in the block ""Access thousands of global markets""","chromium","Fri Nov 15 13:00:02 GMT 2024","passed","Fri Nov 15 13:00:08 GMT 2024","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_102 | Markets > Menu section [Markets] > Click button [Try demo account] in the block ""Access thousands of global markets""","US_01.01.00_Markets.spec.ts","",""
"","20245","TC_01.02!01_105_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [View detailed chart] on the widget “Trading instrument","chromium","Fri Nov 15 13:14:49 GMT 2024","passed","Fri Nov 15 13:15:10 GMT 2024","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","US_01.02.01_Markets_shares_instruments.spec.ts","",""
"","7234","TC_01.02!01_104_UnReg | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Notification] on the widget “Trading instrument","chromium","Fri Nov 15 13:10:01 GMT 2024","passed","Fri Nov 15 13:10:09 GMT 2024","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnReg Role","US_01.02.01_Markets_shares_instruments.spec.ts","",""
"","18106","TC_01.01!00_101_Auth | Markets > Menu section [Markets] > Click button [Create account] in the block ""Access thousands of global markets""","chromium","Fri Nov 15 12:59:44 GMT 2024","passed","Fri Nov 15 13:00:02 GMT 2024","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_101 | Markets > Menu section [Markets] > Click button [Create account] in the block ""Access thousands of global markets""","US_01.01.00_Markets.spec.ts","",""
"","8674","TC_01.03!01_104_UnReg | Markets > Menu item [Forex] > Page of ""Forex"" trading instrument > Widget “Trading instrument” > Click button [Notification]","chromium","Fri Nov 15 13:21:38 GMT 2024","passed","Fri Nov 15 13:21:46 GMT 2024","US_01.03!01 | Menu [Markets] > Menu item [Forex] > Page of ""Shares"" trading instrument , FCA license, EN language > TC_01.03!01_104 | Markets > Menu item [Forex] > Page of ""Forex"" trading instrument > Widget “Trading instrument” > Click button [Notification]","US_01.03!01_Markets_forex_instruments.spec.ts","",""
"","20665","TC_01.02!01_105_UnAuth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [View detailed chart] on the widget “Trading instrument","chromium","Fri Nov 15 13:12:02 GMT 2024","passed","Fri Nov 15 13:12:22 GMT 2024","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnAuth Role","US_01.02.01_Markets_shares_instruments.spec.ts","",""
"","18259","TC_01.03!00_104_UnReg | Markets > Menu item [Forex] > Click random trading instruments on the Widget “Trading instrument”","chromium","Fri Nov 15 13:18:44 GMT 2024","passed","Fri Nov 15 13:19:02 GMT 2024","US_01.03!00 | Markets > Menu item [Forex], FCA license, EN language > TC_01.03!00_104 | Markets > Menu item [Forex] > Click random trading instruments on the Widget “Trading instrument”","US_01.03!00_Markets_forex.spec.ts","",""
