"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 27 16:44:46 GMT 2024","Sun Oct 27 16:45:01 GMT 2024","15107","chromium","US_01.03!00_Markets_forex.spec.ts","US_01.03!00 | Markets > Menu item [Forex], FCA license, EN language > TC_01.03!00_103 | Markets > Menu item [Forex] > Click button [Create account] in the block ""Discover trading excellence with Capital.com""","","","TC_01.03!00_103_Auth | Markets > Menu item [Forex] > Click button [Create account] in the block ""Discover trading excellence with Capital.com""",""
"passed","Sun Oct 27 16:07:32 GMT 2024","Sun Oct 27 16:07:38 GMT 2024","6302","chromium","US_01.02.00_Markets_shares.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnReg Role","","","TC_01.02!00_102_UnReg | Markets > Menu item [Shares] > Click button [Try Demo]  in the block ""Shares trading""",""
"broken","Sun Oct 27 16:39:57 GMT 2024","Sun Oct 27 16:40:57 GMT 2024","60146","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","","","TC_01.02!01_107_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Buy]",""
"passed","Sun Oct 27 16:37:34 GMT 2024","Sun Oct 27 16:37:53 GMT 2024","18548","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","","","TC_01.02!01_106_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Sell]",""
"failed","Sun Oct 27 16:01:12 GMT 2024","Sun Oct 27 16:01:28 GMT 2024","16038","chromium","US_01.01.00_Markets.spec.ts","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_102 | Markets > Menu section [Markets] > Click button [Try demo account] in the block ""Access thousands of global markets""","","","TC_01.01!00_102_UnAuth | Markets > Menu section [Markets] > Click button [Try demo account] in the block ""Access thousands of global markets""",""
"passed","Sun Oct 27 16:27:01 GMT 2024","Sun Oct 27 16:27:09 GMT 2024","8238","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnReg Role","","","TC_01.02!01_104_UnReg | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Notification] on the widget “Trading instrument",""
"passed","Sun Oct 27 16:36:59 GMT 2024","Sun Oct 27 16:37:17 GMT 2024","18559","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","","","TC_01.02!01_104_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Notification] on the widget “Trading instrument",""
"passed","Sun Oct 27 15:59:47 GMT 2024","Sun Oct 27 15:59:53 GMT 2024","5700","chromium","US_01.01.00_Markets.spec.ts","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_101 | Markets > Menu section [Markets] > Click button [Create account] in the block ""Access thousands of global markets""","","","TC_01.01!00_101_UnReg | Markets > Menu section [Markets] > Click button [Create account] in the block ""Access thousands of global markets""",""
"passed","Sun Oct 27 16:01:45 GMT 2024","Sun Oct 27 16:01:50 GMT 2024","5535","chromium","US_01.01.00_Markets.spec.ts","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_103 | Markets > Menu section [Markets] > Click button [Create account] in the block ""Why choose Capital.com for your trading?""","","","TC_01.01!00_103_UnReg | Markets > Menu section [Markets] > Click button [Create account] in the block ""Why choose Capital.com for your trading?""",""
"skipped","Sun Oct 27 16:26:33 GMT 2024","Sun Oct 27 16:26:33 GMT 2024","1","chromium","US_01.02.00_Markets_shares.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_Auth Role","","","TC_01.02!00_105_Auth | Markets > Menu item [Shares] > Click four random trading instruments on the widget “Trading instrument”",""
"passed","Sun Oct 27 16:06:58 GMT 2024","Sun Oct 27 16:07:20 GMT 2024","22747","chromium","US_01.01.00_Markets.spec.ts","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_105 | Markets > Menu section [Markets] > Click random trading instruments on the Widget “Trading instrument”","","","TC_01.01!00_105_Auth | Markets > Menu section [Markets] > Click random trading instruments on the Widget “Trading instrument”",""
"passed","Sun Oct 27 16:07:21 GMT 2024","Sun Oct 27 16:07:26 GMT 2024","5488","chromium","US_01.01.00_Markets.spec.ts","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_199_All Roles","","","TC_01.01!00_199 | Markets > Menu section [Markets] > Collecting links from widget “Trading instrument”",""
"skipped","Sun Oct 27 16:19:42 GMT 2024","Sun Oct 27 16:19:42 GMT 2024","0","chromium","US_01.02.00_Markets_shares.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnAuth Role","","","TC_01.02!00_105_UnAuth | Markets > Menu item [Shares] > Click four random trading instruments on the widget “Trading instrument”",""
"passed","Sun Oct 27 16:01:50 GMT 2024","Sun Oct 27 16:02:07 GMT 2024","17186","chromium","US_01.01.00_Markets.spec.ts","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_103 | Markets > Menu section [Markets] > Click button [Create account] in the block ""Why choose Capital.com for your trading?""","","","TC_01.01!00_103_UnAuth | Markets > Menu section [Markets] > Click button [Create account] in the block ""Why choose Capital.com for your trading?""",""
"passed","Sun Oct 27 16:26:53 GMT 2024","Sun Oct 27 16:27:01 GMT 2024","7827","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnReg Role","","","TC_01.02!01_103_UnReg | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Hover over tooltip ""Short position overnight fee"" --> Click button [Go to platform]",""
"passed","Sun Oct 27 16:29:24 GMT 2024","Sun Oct 27 16:29:43 GMT 2024","19796","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnAuth Role","","","TC_01.02!01_103_UnAuth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Hover over tooltip ""Short position overnight fee"" --> Click button [Go to platform]",""
