"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18644","TC_01.02!00_103_UnAuth | Markets > Menu item [Shares] > Click button [Create account ] in the block ""Discover trading excellence with Capital.com""","chromium","Mon Nov 11 12:21:09 GMT 2024","passed","Mon Nov 11 12:21:27 GMT 2024","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnAuth Role","US_01.02.00_Markets_shares.spec.ts","",""
"","7007","TC_01.02!01_105_UnReg | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [View detailed chart] on the widget “Trading instrument","chromium","Mon Nov 11 12:24:13 GMT 2024","passed","Mon Nov 11 12:24:20 GMT 2024","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnReg Role","US_01.02.01_Markets_shares_instruments.spec.ts","",""
"","21241","TC_01.01!00_104_UnAuth | Markets > Menu section [Markets] > Click button [Try Demo] in the block ""Why choose Capital.com for your trading?""","chromium","Mon Nov 11 12:17:10 GMT 2024","failed","Mon Nov 11 12:17:31 GMT 2024","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_104 | Markets > Menu section [Markets] > Click button [Try Demo] in the block ""Why choose Capital.com for your trading?""","US_01.01.00_Markets.spec.ts","",""
"","21653","TC_01.02!01_106_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Sell]","chromium","Mon Nov 11 12:28:27 GMT 2024","passed","Mon Nov 11 12:28:48 GMT 2024","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","US_01.02.01_Markets_shares_instruments.spec.ts","",""
"","5594","TC_01.01!00_103_UnReg | Markets > Menu section [Markets] > Click button [Create account] in the block ""Why choose Capital.com for your trading?""","chromium","Mon Nov 11 12:16:08 GMT 2024","passed","Mon Nov 11 12:16:14 GMT 2024","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_103 | Markets > Menu section [Markets] > Click button [Create account] in the block ""Why choose Capital.com for your trading?""","US_01.01.00_Markets.spec.ts","",""
"","6161","TC_01.02!01_101_UnReg | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Add to favourite]","chromium","Mon Nov 11 12:23:43 GMT 2024","passed","Mon Nov 11 12:23:50 GMT 2024","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnReg Role","US_01.02.01_Markets_shares_instruments.spec.ts","",""
"","18270","TC_01.02!01_101_UnAuth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Add to favourite]","chromium","Mon Nov 11 12:24:34 GMT 2024","passed","Mon Nov 11 12:24:52 GMT 2024","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnAuth Role","US_01.02.01_Markets_shares_instruments.spec.ts","",""
"","19888","TC_01.02!01_104_UnAuth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Notification] on the widget “Trading instrument","chromium","Mon Nov 11 12:25:32 GMT 2024","passed","Mon Nov 11 12:25:52 GMT 2024","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnAuth Role","US_01.02.01_Markets_shares_instruments.spec.ts","",""
"","26749","TC_01.02!00_102_UnAuth | Markets > Menu item [Shares] > Click button [Try Demo]  in the block ""Shares trading""","chromium","Mon Nov 11 12:20:40 GMT 2024","failed","Mon Nov 11 12:21:07 GMT 2024","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnAuth Role","US_01.02.00_Markets_shares.spec.ts","",""
"","15070","TC_01.03!00_104_UnReg | Markets > Menu item [Forex] > Click random trading instruments on the Widget “Trading instrument”","chromium","Mon Nov 11 12:31:53 GMT 2024","passed","Mon Nov 11 12:32:08 GMT 2024","US_01.03!00 | Markets > Menu item [Forex], FCA license, EN language > TC_01.03!00_104 | Markets > Menu item [Forex] > Click random trading instruments on the Widget “Trading instrument”","US_01.03!00_Markets_forex.spec.ts","",""
