"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 22 10:03:35 GMT 2024","Tue Oct 22 10:03:53 GMT 2024","17403","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","","","TC_01.02!01_105_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [View detailed chart] on the widget “Trading instrument",""
"failed","Tue Oct 22 09:56:23 GMT 2024","Tue Oct 22 09:56:44 GMT 2024","21445","chromium","US_01.02.00_Markets_shares.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnAuth Role","","","TC_01.02!00_104_UnAuth | Markets > Menu item [Shares] > Click button [Try Demo] in the block ""Discover trading excellence with Capital.com""",""
"passed","Tue Oct 22 09:50:48 GMT 2024","Tue Oct 22 09:51:04 GMT 2024","16069","chromium","US_01.01.00_Markets.spec.ts","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_104 | Markets > Menu section [Markets] > Click button [Try Demo] in the block ""Why choose Capital.com for your trading?""","","","TC_01.01!00_104_Auth | Markets > Menu section [Markets] > Click button [Try Demo] in the block ""Why choose Capital.com for your trading?""",""
"passed","Tue Oct 22 10:03:53 GMT 2024","Tue Oct 22 10:04:10 GMT 2024","17066","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","","","TC_01.02!01_106_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Sell]",""
"passed","Tue Oct 22 09:58:00 GMT 2024","Tue Oct 22 09:58:23 GMT 2024","22388","chromium","US_01.02.00_Markets_shares.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_Auth Role","","","TC_01.02!00_103_Auth | Markets > Menu item [Shares] > Click button [Create account ] in the block ""Discover trading excellence with Capital.com""",""
"passed","Tue Oct 22 09:51:05 GMT 2024","Tue Oct 22 09:51:21 GMT 2024","16198","chromium","US_01.01.00_Markets.spec.ts","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_105 | Markets > Menu section [Markets] > Click button [Create account] in the block ""Access thousands of global markets""","","","TC_01.01!00_105_UnReg | Markets > Menu section [Markets] > Click button [Create account] in the block ""Access thousands of global markets""",""
"passed","Tue Oct 22 09:57:18 GMT 2024","Tue Oct 22 09:57:39 GMT 2024","21284","chromium","US_01.02.00_Markets_shares.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_Auth Role","","","TC_01.02!00_101_Auth | Markets > Menu item [Shares] > Click button [Sign up] in the block ""Shares trading""",""
"passed","Tue Oct 22 09:49:22 GMT 2024","Tue Oct 22 09:49:39 GMT 2024","16905","chromium","US_01.01.00_Markets.spec.ts","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_103 | Markets > Menu section [Markets] > Click button [Create account] in the block ""Why choose Capital.com for your trading?""","","","TC_01.01!00_103_UnAuth | Markets > Menu section [Markets] > Click button [Create account] in the block ""Why choose Capital.com for your trading?""",""
"passed","Tue Oct 22 09:52:59 GMT 2024","Tue Oct 22 09:53:06 GMT 2024","6561","chromium","US_01.02.00_Markets_shares.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnReg Role","","","TC_01.02!00_102_UnReg | Markets > Menu item [Shares] > Click button [Try Demo]  in the block ""Shares trading""",""
"passed","Tue Oct 22 10:00:10 GMT 2024","Tue Oct 22 10:00:27 GMT 2024","17207","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnAuth Role","","","TC_01.02!01_101_UnAuth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Add to favourite]",""
"passed","Tue Oct 22 09:53:18 GMT 2024","Tue Oct 22 09:53:35 GMT 2024","16536","chromium","US_01.02.00_Markets_shares.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnReg Role","","","TC_01.02!00_105_UnReg | Markets > Menu item [Shares] > Click four random trading instruments on the widget “Trading instrument”",""
"passed","Tue Oct 22 09:56:45 GMT 2024","Tue Oct 22 09:57:18 GMT 2024","32948","chromium","US_01.02.00_Markets_shares.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnAuth Role","","","TC_01.02!00_105_UnAuth | Markets > Menu item [Shares] > Click four random trading instruments on the widget “Trading instrument”",""
"passed","Tue Oct 22 09:47:57 GMT 2024","Tue Oct 22 09:48:03 GMT 2024","5924","chromium","US_01.01.00_Markets.spec.ts","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_102 | Markets > Menu section [Markets] > Click button [Try demo account] in the block ""Access thousands of global markets""","","","TC_01.01!00_102_UnReg | Markets > Menu section [Markets] > Click button [Try demo account] in the block ""Access thousands of global markets""",""
"passed","Tue Oct 22 10:02:41 GMT 2024","Tue Oct 22 10:02:59 GMT 2024","18069","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","","","TC_01.02!01_102_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Hover over tooltip ""Long position overnight fee"" --> Click button [Go to platform]",""
"passed","Tue Oct 22 09:58:44 GMT 2024","Tue Oct 22 09:59:11 GMT 2024","27413","chromium","US_01.02.00_Markets_shares.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_Auth Role","","","TC_01.02!00_105_Auth | Markets > Menu item [Shares] > Click four random trading instruments on the widget “Trading instrument”",""
"passed","Tue Oct 22 09:57:39 GMT 2024","Tue Oct 22 09:58:00 GMT 2024","21395","chromium","US_01.02.00_Markets_shares.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_Auth Role","","","TC_01.02!00_102_Auth | Markets > Menu item [Shares] > Click button [Try Demo]  in the block ""Shares trading""",""
"passed","Tue Oct 22 09:49:54 GMT 2024","Tue Oct 22 09:49:59 GMT 2024","5619","chromium","US_01.01.00_Markets.spec.ts","US_01.01!00 | Markets > Menu section [Markets] , FCA license, EN language > TC_01.01!00_104 | Markets > Menu section [Markets] > Click button [Try Demo] in the block ""Why choose Capital.com for your trading?""","","","TC_01.01!00_104_UnReg | Markets > Menu section [Markets] > Click button [Try Demo] in the block ""Why choose Capital.com for your trading?""",""
